,time_get_data,city,title,flood,address,followInfo,tag,priceInfo,follower,release_time
34,2022-10-29,cd,艺锦湾三期 3室1厅 南,艺锦湾三期    -  龙泉驿城区,3室1厅 | 120.54平米 | 南 | 精装 | 低楼层(共6层) | 2013年建 | 板塔结合,1人关注 / 5天以前发布,近地铁VR房源房本满五年随时看房,"213万17,671元/平",1人关注 ,5天以前发布
35,2022-10-29,cd,师大现代花园 3室1厅 西南,师大现代花园    -  大面,3室1厅 | 121.84平米 | 西南 | 精装 | 中楼层(共32层) | 2013年建 | 塔楼,2人关注 / 6天以前发布,VR看装修房本满两年随时看房,"165万13,543元/平",2人关注 ,6天以前发布
36,2022-10-29,cd,果壳里的城 3室1厅 西南必看好房,果壳里的城    -  龙泉驿城区,3室1厅 | 87.01平米 | 西南 | 简装 | 高楼层(共34层) | 2012年建 | 板塔结合,1人关注 / 6天以前发布,VR房源房本满五年随时看房,"135万15,516元/平",1人关注 ,6天以前发布
37,2022-10-29,cd,华欣园 3室2厅 南必看好房,华欣园    -  马鞍路,3室2厅 | 116.15平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,0人关注 / 5天以前发布,近地铁VR房源房本满五年随时看房,"158万13,604元/平",0人关注 ,5天以前发布
38,2022-10-29,cd,体育场东街140号 3室2厅 北必看好房,体育场东街140号    -  彭州,3室2厅 | 142平米 | 北 | 简装 | 中楼层(共5层) | 1998年建 | 板楼,0人关注 / 3天以前发布,VR房源房本满五年随时看房,"52万3,662元/平",0人关注 ,3天以前发布
39,2022-10-29,cd,武侯国际花园 3室1厅 东必看好房,武侯国际花园    -  红牌楼,3室1厅 | 98.62平米 | 东 | 精装 | 中楼层(共13层) | 2009年建 | 板楼,4人关注 / 7天以前发布,近地铁VR看装修房本满五年随时看房,"180万18,252元/平",4人关注 ,7天以前发布
40,2022-10-29,cd,蓝光锦绣城 3室1厅 西南 东北必看好房,蓝光锦绣城    -  成渝立交,3室1厅 | 96.83平米 | 西南 东北 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 4天以前发布,VR房源房本满五年随时看房,"192万19,829元/平",0人关注 ,4天以前发布
41,2022-10-29,cd,蓝光金悦天娇 3室1厅 东南必看好房,蓝光金悦天娇    -  蓝谷地,3室1厅 | 68.12平米 | 东南 | 精装 | 高楼层(共33层) | 2017年建 | 塔楼,0人关注 / 3天以前发布,VR房源房本满两年随时看房,"163万23,929元/平",0人关注 ,3天以前发布
42,2022-10-29,cd,槐树苑二期宏苑 2室1厅 南必看好房,槐树苑二期宏苑    -  万年场,2室1厅 | 67.12平米 | 南 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,0人关注 / 6天以前发布,近地铁VR房源房本满两年随时看房,"83万12,366元/平",0人关注 ,6天以前发布
43,2022-10-29,cd,育才竹岛 3室2厅 西南,育才竹岛    -  远大,3室2厅 | 142.67平米 | 西南 | 简装 | 低楼层(共32层) | 2008年建 | 板塔结合,0人关注 / 6天以前发布,近地铁VR房源房本满五年随时看房,"269万18,855元/平",0人关注 ,6天以前发布
